,case_identifier,inputstate_2016,healthcov2_2016,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
6063,67705442,North Carolina,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Donald Trump
6064,67727990,California,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$80,000 - $99,999",Hillary Clinton
6065,67730336,Pennsylvania,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$10,000 - $19,999",Donald Trump
6066,67730465,Georgia,,Some college,Single,"$10,000 - $19,999",
6067,67731500,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$10,000 - $19,999",Hillary Clinton
6068,67735313,Kansas,I have private insurance or belong to an HMO.,2-year,Married,"$20,000 - $29,999",Hillary Clinton
6069,67737854,Georgia,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$40,000 - $49,999",Donald Trump
6070,67758374,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$10,000 - $19,999",Donald Trump
6071,67763213,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$30,000 - $39,999",Hillary Clinton
6072,67771799,Texas,I have private insurance or belong to an HMO.,Some college,Domestic partnership,"$40,000 - $49,999",Hillary Clinton
6073,67772027,Alabama,,Some college,Married,"Less than $10,000",Donald Trump
6074,67784171,Georgia,I have private insurance or belong to an HMO.,Post-grad,Married,"$50,000 - $59,999",Hillary Clinton
6075,67799126,Wisconsin,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$10,000 - $19,999",
6076,67808525,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$20,000 - $29,999",Hillary Clinton
6077,67813670,Tennessee,Other,High school graduate,Married,"$20,000 - $29,999",Donald Trump
6078,67815140,Florida,,4-year,Single,"$100,000 - $119,999",
6079,67816913,Florida,I have private insurance or belong to an HMO.,4-year,Widowed,"$70,000 - $79,999",Hillary Clinton
6080,67824962,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"Less than $10,000",Hillary Clinton
6081,67827971,Nevada,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$10,000 - $19,999",Gary Johnson
6082,67837823,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$60,000 - $69,999",Hillary Clinton
6083,67845698,Nebraska,I have private insurance or belong to an HMO.,Post-grad,Married,"$50,000 - $59,999",Donald Trump
6084,67847882,Missouri,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Donald Trump
6085,67849982,California,I have private insurance or belong to an HMO.,High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
6086,67850033,New Jersey,I have private insurance or belong to an HMO.,4-year,Single,"$120,000 - $149,999",Gary Johnson
6087,67850222,North Carolina,,4-year,Single,"$40,000 - $49,999",Gary Johnson
6088,67868126,Virginia,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Donald Trump
6089,67871279,Florida,I have private insurance or belong to an HMO.,4-year,Divorced,"$40,000 - $49,999",Hillary Clinton
6090,67902203,California,I have private insurance or belong to an HMO.,High school graduate,Single,"$10,000 - $19,999",Gary Johnson
6091,67909916,Washington,I have private insurance or belong to an HMO.,Some college,Married,"$30,000 - $39,999",Hillary Clinton
6092,67922123,New York,,Some college,Married,"$150,000 - $199,999",Donald Trump
6093,67934093,Georgia,I have private insurance or belong to an HMO.,2-year,Widowed,"$40,000 - $49,999",Hillary Clinton
6094,67945148,New York,,High school graduate,Married,"$60,000 - $69,999",Donald Trump
6095,67945415,Florida,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Donald Trump
6096,67953125,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$80,000 - $99,999",Hillary Clinton
6097,67956134,Nevada,I have private insurance or belong to an HMO.,Post-grad,Single,"$40,000 - $49,999",Hillary Clinton
6098,67956854,Washington,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
6099,67966400,New York,I have private insurance or belong to an HMO.,Some college,Married,"$70,000 - $79,999",Hillary Clinton
6100,67973816,Maine,I have private insurance or belong to an HMO.,Some college,Divorced,"$40,000 - $49,999",Jill Stein
6101,67977896,Tennessee,I have private insurance or belong to an HMO.,High school graduate,Single,"$40,000 - $49,999",Donald Trump
6102,67988420,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$20,000 - $29,999",Hillary Clinton
6103,67990817,Colorado,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"$30,000 - $39,999",Donald Trump
6104,67996496,New Jersey,I have private insurance or belong to an HMO.,Post-grad,Single,"$50,000 - $59,999",Hillary Clinton
6105,67999196,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$10,000 - $19,999",Hillary Clinton
6106,68009852,Texas,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",Donald Trump
6107,68020316,Georgia,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
6108,68024042,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Married,"$10,000 - $19,999",Donald Trump
6109,68038238,California,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$20,000 - $29,999",Donald Trump
6110,68039078,California,I have private insurance or belong to an HMO.,4-year,Single,"$40,000 - $49,999",Hillary Clinton
6111,68052431,Texas,I have private insurance or belong to an HMO.,Some college,Divorced,"$60,000 - $69,999",Donald Trump
6112,68054222,California,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$10,000 - $19,999",Donald Trump
6113,68054690,Virginia,Other,4-year,Married,"$80,000 - $99,999",Other
6114,68065445,Nebraska,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Hillary Clinton
6115,68066411,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$80,000 - $99,999",Hillary Clinton
6116,68073959,Alabama,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
6117,68076359,Virginia,,2-year,Single,"$10,000 - $19,999",Gary Johnson
6118,68077031,California,I have private insurance or belong to an HMO.,Some college,Widowed,Prefer not to say,Donald Trump
6119,68078174,Florida,I have private insurance or belong to an HMO.,Some college,Divorced,"$30,000 - $39,999",Donald Trump
6120,68081183,California,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Donald Trump
6121,68089190,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"Less than $10,000",Donald Trump
6122,68090702,Arizona,,Post-grad,Single,Prefer not to say,Hillary Clinton
6123,68099282,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$70,000 - $79,999",Donald Trump
6124,68099699,Colorado,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Domestic partnership,"$10,000 - $19,999",Other
6125,68103311,California,Other,2-year,Single,"$30,000 - $39,999",Hillary Clinton
6126,68107217,California,I have private insurance or belong to an HMO.,Some college,Single,Prefer not to say,Hillary Clinton
6127,68113163,Florida,I have private insurance or belong to an HMO.,2-year,Married,"$80,000 - $99,999",Hillary Clinton
6128,68116112,Arizona,I have private insurance or belong to an HMO.,High school graduate,Married,Prefer not to say,Hillary Clinton
6129,68142422,Alabama,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"Less than $10,000",Donald Trump
6130,68148614,South Carolina,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",
6131,68150468,Michigan,Other,High school graduate,Single,"$20,000 - $29,999",
6132,68156189,Nebraska,,Some college,Married,"$40,000 - $49,999",
6133,68164988,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$50,000 - $59,999",Donald Trump
6134,68169044,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$80,000 - $99,999",Donald Trump
6135,68189186,California,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
6136,68201996,Virginia,,4-year,Single,"$30,000 - $39,999",Donald Trump
6137,68215247,Michigan,I have private insurance or belong to an HMO.,2-year,Married,"$80,000 - $99,999",Hillary Clinton
6138,68217275,Illinois,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 or more",Hillary Clinton
6139,68217974,Texas,I have private insurance or belong to an HMO.,Some college,Divorced,"$20,000 - $29,999",
6140,68235359,Texas,I have private insurance or belong to an HMO.,Post-grad,Single,"$50,000 - $59,999",Hillary Clinton
6141,68250332,Ohio,,Some college,Single,"$70,000 - $79,999",Hillary Clinton
6142,68251109,Kentucky,I have private insurance or belong to an HMO.,High school graduate,Married,"$70,000 - $79,999",Gary Johnson
6143,68253020,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$20,000 - $29,999",Hillary Clinton
6144,68259089,Florida,I have private insurance or belong to an HMO.,4-year,Single,Prefer not to say,Donald Trump
6145,68264351,South Carolina,I have private insurance or belong to an HMO.,Some college,Domestic partnership,"$50,000 - $59,999",Hillary Clinton
6146,68269196,Kentucky,Other,Some college,Widowed,"$20,000 - $29,999",Donald Trump
6147,68284937,South Carolina,,2-year,Married,"$30,000 - $39,999",Hillary Clinton
6148,68290043,Arkansas,I have private insurance or belong to an HMO.,Some college,Married,"$50,000 - $59,999",Donald Trump
6149,68290721,Georgia,I have private insurance or belong to an HMO.,Some college,Divorced,"$30,000 - $39,999",Hillary Clinton
6150,68297084,Arizona,I have private insurance or belong to an HMO.,High school graduate,Domestic partnership,"$30,000 - $39,999",Donald Trump
6151,68330549,Ohio,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
6152,68335862,Florida,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
6153,68339312,California,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Widowed,"$80,000 - $99,999",Donald Trump
6154,68348174,Hawaii,I have private insurance or belong to an HMO.,2-year,Married,"$60,000 - $69,999",Jill Stein
6155,68352611,Tennessee,I have private insurance or belong to an HMO.,2-year,Married,Prefer not to say,Donald Trump
6156,68353973,Louisiana,I have private insurance or belong to an HMO.,Some college,Married,"$30,000 - $39,999",Donald Trump
6157,68369723,Georgia,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Hillary Clinton
6158,68371211,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,Prefer not to say,Donald Trump
6159,68377889,Nebraska,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$80,000 - $99,999",Donald Trump
6160,68402150,Texas,,4-year,Divorced,"$50,000 - $59,999",Hillary Clinton
6161,68402657,North Dakota,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,Prefer not to say,Donald Trump
6162,68406506,California,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Donald Trump
6163,68407550,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$60,000 - $69,999",Donald Trump
6164,68408939,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Married,"$30,000 - $39,999",Donald Trump
6165,68409851,Connecticut,I have private insurance or belong to an HMO.,Some college,Married,"$60,000 - $69,999",Donald Trump
6166,68421329,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$80,000 - $99,999",Donald Trump
6167,68423402,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,Prefer not to say,Other
6168,68429276,Tennessee,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,Prefer not to say,Hillary Clinton
6169,68434592,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,Prefer not to say,Donald Trump
6170,68441303,Wisconsin,I have private insurance or belong to an HMO.,4-year,Single,Prefer not to say,Hillary Clinton
6171,68463260,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Donald Trump
6172,68481647,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$60,000 - $69,999",Donald Trump
6173,68506745,Oklahoma,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Domestic partnership,"$60,000 - $69,999",Hillary Clinton
6174,68523389,New York,I have private insurance or belong to an HMO.,Post-grad,Domestic partnership,Prefer not to say,Hillary Clinton
6175,68527769,Alabama,Other,High school graduate,Married,Prefer not to say,Other
6176,68531567,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,Prefer not to say,Donald Trump
6177,68532290,New York,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Hillary Clinton
6178,68538065,California,I have private insurance or belong to an HMO.,Some college,Domestic partnership,"$100,000 - $119,999",Hillary Clinton
6179,68545424,California,Other,Post-grad,Widowed,"$60,000 - $69,999",Hillary Clinton
6180,68559698,Illinois,,High school graduate,Single,Prefer not to say,Donald Trump
